,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
283,Honningsvåg,100,NO,1604789164,75,70.98,25.97,40.62,33.67
284,Fasa,0,IR,1604789164,45,28.94,53.65,48.2,0.74
285,Erdenet,0,MN,1604789164,86,49.03,104.08,24.15,3.71
286,Kiama,49,AU,1604789164,58,-34.68,150.87,64.99,4.0
287,Poli,88,TZ,1604789165,83,-3.33,36.8,60.73,4.38
288,Jiayuguan City,8,CN,1604789165,71,39.82,98.3,30.74,2.33
289,Ahipara,25,NZ,1604789165,69,-35.17,173.17,65.12,12.73
290,Sitka,40,US,1604789165,69,57.05,-135.33,39.2,6.93
291,Henties Bay,0,NA,1604789165,91,-22.12,14.28,60.01,1.99
292,Capitán Miranda,0,PY,1604789165,24,-27.2,-55.8,91.4,6.93
293,Kushima,75,JP,1604789165,72,31.46,131.23,64.4,11.41
294,Katherine,14,AU,1604789166,51,-14.47,132.27,86.0,2.24
295,Chapais,90,CA,1604789166,98,49.78,-74.85,32.0,5.82
296,Malanje,100,AO,1604789166,97,-9.54,16.34,66.96,3.27
297,Semīrom,98,IR,1604789166,90,31.42,51.57,30.76,2.84
298,Lebedinyy,100,RU,1604789166,91,58.52,125.52,-8.34,3.98
299,Maués,74,BR,1604789166,62,-3.38,-57.72,83.59,1.68
300,Cabo San Lucas,40,MX,1604789106,65,22.89,-109.91,82.99,4.7
301,Coahuayana Viejo,40,MX,1604789166,54,18.73,-103.68,84.2,11.41
302,Vanavara,100,RU,1604789166,97,60.34,102.28,16.02,4.21
303,San Quintín,2,MX,1604789167,55,30.48,-115.95,65.03,20.49
304,Ust-Maya,100,RU,1604789167,91,60.42,134.53,-3.44,3.71
305,Katiola,20,CI,1604789167,88,8.13,-5.1,77.0,4.7
306,Leningradskiy,100,RU,1604789167,95,69.38,178.42,19.11,10.09
307,Canberra,40,AU,1604789042,58,-35.28,149.13,55.99,8.05
308,Mount Gambier,1,AU,1604789167,66,-37.83,140.77,53.6,12.75
309,São José da Tapera,38,BR,1604789167,78,-9.56,-37.38,76.75,15.52
310,Dingle,80,PH,1604789167,87,11.0,122.67,75.58,0.31
311,Ossora,66,RU,1604789168,86,59.24,163.07,27.93,4.5
312,Ullapool,23,GB,1604789168,96,57.9,-5.16,42.01,6.08
313,Namie,20,JP,1604788899,62,37.48,141.0,63.0,13.38
314,Doha,0,QA,1604789168,69,25.29,51.53,82.99,2.24
315,Loikaw,0,MM,1604789168,93,19.67,97.21,63.28,2.28
316,Kavaratti,0,IN,1604789168,75,10.57,72.64,82.69,8.34
317,Erzin,0,TR,1604789168,53,36.96,36.2,62.01,8.01
318,Provideniya,12,RU,1604789168,93,64.38,-173.3,28.8,2.44
319,Santa Maria do Pará,82,BR,1604789169,86,-1.35,-47.58,76.84,6.46
320,Ndélé,81,CF,1604789169,69,8.41,20.65,74.17,2.46
321,Horta,37,PT,1604789169,74,38.53,-28.63,61.11,15.77
322,Chegdomyn,100,RU,1604789169,91,51.12,133.02,18.19,1.61
323,La Providencia,0,MX,1604789169,65,28.72,-111.58,84.0,15.99
324,San Angelo,1,US,1604789169,41,31.46,-100.44,77.0,11.41
325,Shahr-e Bābak,25,IR,1604789169,55,30.12,55.12,42.91,5.48
326,Orcopampa,83,PE,1604789169,57,-15.27,-72.34,49.68,8.48
327,Boende,100,CD,1604789170,90,-0.22,20.87,70.57,1.79
328,Port Moresby,75,PG,1604789170,88,-9.44,147.18,80.6,5.82
329,Bria,97,CF,1604789170,84,6.54,21.99,71.26,2.17
330,Ponta do Sol,20,PT,1604789170,72,32.67,-17.1,64.4,2.24
331,Gimli,100,CA,1604789170,74,50.63,-96.99,39.2,21.92
332,Saint-Augustin,0,CA,1604789170,89,51.23,-58.65,31.73,17.31
333,Poum,10,NC,1604789170,76,-20.23,164.02,77.31,15.08
334,Sarangani,59,PH,1604789170,76,5.4,125.46,82.67,6.91
335,Lantawan,75,PH,1604789171,88,10.62,123.98,77.0,2.24
336,Nelson Bay,40,AU,1604789171,55,-32.72,152.15,64.99,10.29
337,Bilibino,100,RU,1604789171,90,68.05,166.44,0.88,1.74
338,Zhangjiakou,0,CN,1604789171,77,40.81,114.88,30.67,5.48
339,Mayo,1,US,1604789171,82,38.89,-76.51,62.01,3.36
340,Tevriz,100,RU,1604789171,92,57.51,72.4,37.54,7.09
341,Road Town,75,VG,1604789146,78,18.42,-64.62,82.4,6.93
342,Saskylakh,0,RU,1604789171,89,71.92,114.08,-8.59,7.72
343,Arroio Grande,45,BR,1604789171,87,-32.24,-53.09,62.51,9.89
344,Hambantota,1,LK,1604789172,80,6.12,81.12,78.85,9.19
345,Bambous Virieux,40,MU,1604789172,78,-20.34,57.76,73.4,5.82
346,Dudinka,75,RU,1604789172,92,69.41,86.18,17.6,22.37
347,Tambovka,75,RU,1604789172,92,50.1,128.05,21.2,13.42
348,Acapulco de Juárez,5,MX,1604788990,70,16.86,-99.89,86.0,8.05
349,Nuevo Imperial,56,PE,1604789129,79,-13.08,-76.32,63.34,4.0
350,Piedra Gorda,40,PR,1604789172,100,18.43,-66.89,75.99,4.43
351,Gonder,93,ET,1604789172,62,12.6,37.47,57.34,3.15
352,Dubbo,0,AU,1604789173,55,-32.25,148.62,64.4,20.8
353,São Lourenço do Oeste,0,BR,1604789173,47,-26.36,-52.85,67.73,1.59
354,Barcelos,75,PT,1604789173,87,41.54,-8.62,60.8,21.92
355,Fiumicino,1,IT,1604789174,93,41.77,12.23,57.0,2.24
356,Tegul'det,88,RU,1604789174,83,57.31,88.17,36.32,8.63
357,Quatre Cocos,40,MU,1604789174,78,-20.21,57.76,73.4,5.82
358,Mollendo,73,PE,1604789174,73,-17.02,-72.01,64.87,3.74
359,Ratangarh,0,IN,1604789174,27,28.08,74.6,64.44,5.3
360,Laguna,1,US,1604789175,36,38.42,-121.42,63.0,2.35
361,Tasiilaq,63,GL,1604789175,74,65.61,-37.64,28.4,11.41
362,Bennington,1,US,1604788880,62,42.88,-73.2,60.8,3.36
363,Nome,90,US,1604789175,86,64.5,-165.41,37.4,6.93
364,Gualaquiza,91,EC,1604789176,82,-3.4,-78.55,67.42,0.81
365,Yerbogachën,100,RU,1604789176,94,61.28,108.01,5.18,5.12
366,Coquimbo,0,CL,1604788983,77,-29.95,-71.34,59.0,12.75
367,Pasni,0,PK,1604789176,51,25.26,63.47,73.78,5.28
368,Toronto,83,CA,1604789037,55,43.7,-79.42,66.2,6.55
369,Baykit,100,RU,1604789176,95,61.67,96.37,21.79,3.31
370,San Cristobal,75,VE,1604789176,78,7.77,-72.22,80.6,8.05
371,Muscatine,1,US,1604789176,40,41.47,-91.13,69.8,11.41
372,Nampa,90,US,1604789040,57,43.54,-116.56,50.0,9.17
373,Ilo,62,PE,1604789155,79,-17.64,-71.34,63.28,1.32
374,Bud,1,US,1604789074,42,39.45,-86.18,66.2,3.76
375,Pa Sang,40,TH,1604789177,94,18.53,98.94,75.2,2.24
376,Bondo,87,CD,1604789177,95,3.81,23.69,68.41,0.89
377,Tomatlán,59,MX,1604789166,70,19.93,-105.25,82.42,7.11
378,Najrān,0,SA,1604789177,29,17.49,44.13,66.2,1.54
379,Taunggyi,0,MM,1604789177,100,20.78,97.03,57.43,1.68
380,São Borja,0,BR,1604789177,58,-28.66,-56.0,74.08,10.09
381,Kanye,0,BW,1604789177,27,-24.97,25.33,75.54,4.45
382,Guiong,75,PH,1604789177,100,6.42,122.03,73.4,2.73
383,Hamilton,1,US,1604789178,35,39.18,-84.53,71.6,4.7
384,Novoderevyankovskaya,42,RU,1604789178,75,46.32,38.75,46.87,5.21
385,Borogontsy,99,RU,1604789178,90,62.67,131.17,-12.95,4.29
386,Dali,0,CN,1604789178,76,25.7,100.18,47.79,2.17
387,Nortelândia,29,BR,1604789178,48,-14.45,-56.8,84.74,4.61
388,Poso,100,ID,1604789178,73,-1.4,120.75,82.0,5.26
389,Buraidah,75,SA,1604789178,94,26.33,43.98,68.0,4.7
390,San Ramon,40,US,1604789156,36,37.78,-121.98,63.0,9.17
391,Mthatha,10,ZA,1604789178,50,-31.59,28.78,65.41,4.68
392,Airai,69,TL,1604789179,44,-8.93,125.41,71.83,3.47
393,Meadow Lake,75,US,1604789179,24,34.8,-106.54,72.0,20.8
394,Abu Kamal,18,SY,1604789179,61,34.45,40.92,63.05,2.91
395,Belyy Yar,40,RU,1604789179,92,53.6,91.39,24.8,1.95
396,Talnakh,75,RU,1604789179,92,69.49,88.4,17.6,22.37
397,Baculin,100,PH,1604789179,81,7.45,126.58,79.14,2.59
398,Gouyave,20,GD,1604789180,83,12.16,-61.73,82.4,18.34
399,Sosnogorsk,90,RU,1604789180,97,63.6,53.88,32.07,6.87
400,Amuntai,72,ID,1604789180,96,-2.42,115.25,75.04,1.43
401,Kanniyākumāri,91,IN,1604789180,74,8.08,77.57,81.28,16.71
402,Morros,59,BR,1604789180,85,-9.45,-46.3,75.33,5.99
403,Mayumba,89,GA,1604789180,89,-3.43,10.66,77.81,7.72
404,Malkara,31,TR,1604789181,88,40.89,26.9,46.67,10.11
405,Khasan,0,RU,1604789181,70,42.43,130.64,35.67,22.88
406,Ayorou,0,NE,1604789181,15,14.73,0.92,82.26,7.96
407,Perth,20,AU,1604789181,93,-31.93,115.83,66.99,5.82
408,Miranda,75,CO,1604789181,48,3.25,-76.23,82.4,14.99
409,Nishihara,1,JP,1604789181,100,26.18,127.76,75.2,4.7
410,Colac,0,AU,1604789181,78,-38.33,143.58,55.99,1.99
411,Muli,88,MV,1604789181,69,2.92,73.57,83.93,8.12
412,Māngrol,0,IN,1604789182,50,21.12,70.12,76.84,9.28
413,Visnes,91,NO,1604789182,93,59.36,5.22,48.0,5.82
414,Oriximiná,2,BR,1604789182,71,-1.77,-55.87,82.17,6.38
415,Yuanping,0,CN,1604789182,71,38.72,112.76,33.89,3.27
416,Peski,0,RU,1604789182,86,55.22,38.76,41.0,6.71
417,Vilkaviškis,63,LT,1604789182,89,54.65,23.03,47.39,10.27
418,Cestas,100,FR,1604789182,87,44.74,-0.68,59.0,11.41
419,Kharp,99,RU,1604789182,97,66.8,65.81,23.41,1.03
420,Manche,98,FR,1604789182,93,49.0,-1.17,51.8,3.36
421,Eyrarbakki,75,IS,1604789182,80,63.86,-21.15,39.2,12.75
422,Thessalon,1,CA,1604789182,55,46.25,-83.57,66.2,6.93
423,Shache,6,CN,1604789183,87,38.42,77.24,30.61,2.15
424,Avera,1,US,1604789183,64,33.19,-82.53,75.2,5.82
425,Cherskiy,100,RU,1604789183,94,68.75,161.3,5.0,6.42
426,Tokur,94,RU,1604789183,95,53.13,132.9,5.49,2.91
427,Santa Maria,20,BR,1604789183,51,-29.68,-53.81,80.6,6.93
428,Morón,24,AR,1604789183,52,-34.65,-58.62,73.0,5.99
429,Alofi,25,NU,1604789183,74,-19.06,-169.92,78.8,13.87
430,Dorado,75,PR,1604789183,74,18.46,-66.27,82.4,5.82
431,Udachny,0,RU,1604789184,84,66.42,112.4,-0.4,4.47
432,Znamenskoye,100,RU,1604789184,87,57.13,73.83,38.34,9.98
433,Nouadhibou,0,MR,1604789184,64,20.93,-17.03,73.4,13.87
434,Bowen,75,AU,1604789184,65,-20.02,148.23,82.4,9.17
435,Mkushi,56,ZM,1604789184,26,-13.62,29.39,70.79,5.93
436,Norman Wells,75,CA,1604789184,100,65.28,-126.83,28.4,3.36
437,Sorong,100,ID,1604789184,80,-0.88,131.25,81.79,11.43
438,São Gabriel da Cachoeira,100,BR,1604789184,98,-0.13,-67.09,72.54,0.78
439,Souillac,40,MU,1604789185,78,-20.52,57.52,73.4,5.82
440,Nong Bua,89,TH,1604789185,85,15.86,100.59,74.61,1.45
441,Bad Schwalbach,18,DE,1604789185,84,50.13,8.07,46.0,3.0
442,Mbandaka,95,CD,1604789185,88,0.05,18.26,73.4,0.22
443,Lumphat,74,KH,1604789185,94,13.49,106.98,66.24,3.36
444,Stabat,100,ID,1604789185,93,3.76,98.45,73.85,2.44
445,Kaitangata,50,NZ,1604789185,48,-46.28,169.85,54.0,13.0
446,Yonezawa,39,JP,1604789186,52,37.92,140.12,61.0,1.99
447,Meulaboh,100,ID,1604789186,84,4.14,96.13,75.92,3.06
448,Beaufort,20,MY,1604789053,94,5.35,115.75,77.0,2.39
449,Adelaide,0,AU,1604789113,34,-34.93,138.6,69.01,14.99
450,Uglegorsk,99,RU,1604789186,90,49.08,142.03,32.49,4.38
451,Forestville,1,US,1604789186,45,38.85,-76.88,68.0,3.36
452,Corcoran,90,US,1604789186,71,36.1,-119.56,53.6,6.93
453,Adeje,20,ES,1604789187,68,28.12,-16.73,69.01,3.36
454,Mahébourg,40,MU,1604789187,78,-20.41,57.7,73.4,5.82
455,Rabo de Peixe,20,PT,1604788926,72,37.8,-25.58,59.0,5.82
456,Kwang Binh,25,VN,1604789187,84,17.48,106.6,73.11,14.5
457,Alice Springs,46,AU,1604789033,18,-23.7,133.88,69.8,5.82
458,Devonport,8,AU,1604789188,62,-41.17,146.35,57.99,1.99
459,Olonets,96,RU,1604789188,80,60.98,32.97,46.26,11.01
460,Jertih,40,MY,1604789188,94,5.73,102.49,77.0,2.24
461,Mehamn,89,NO,1604789188,74,71.04,27.85,38.95,28.86
462,Foam Lake,100,CA,1604789188,86,51.65,-103.53,26.6,14.99
463,Yenagoa,100,NG,1604789188,92,4.92,6.26,76.08,5.17
464,The Valley,40,AI,1604789188,78,18.22,-63.06,82.4,11.41
465,Chicamán,75,GT,1604789189,88,15.4,-90.77,68.0,4.7
466,Rosarito,75,MX,1604789189,67,32.33,-117.03,62.6,17.22
467,Preston,98,GB,1604789189,90,53.77,-2.72,48.99,6.2
468,Yekaterinovka,53,RU,1604789189,91,52.05,44.35,35.83,11.39
469,Boma,100,GH,1604789189,88,7.08,-2.17,72.73,2.68
470,Kieta,19,PG,1604789189,65,-6.22,155.63,85.12,1.9
471,Melilla,0,ES,1604788932,82,35.29,-2.94,60.8,4.03
472,Kapchorwa,100,UG,1604789190,93,1.4,34.45,59.13,3.06
473,Luján,0,AR,1604789190,68,-34.57,-59.1,73.0,13.87
474,Marrakesh,0,MA,1604789190,67,31.63,-8.01,62.6,3.36
475,Gorin,99,RU,1604789190,90,51.2,136.67,18.66,6.91
476,Tiarei,75,PF,1604789190,70,-17.53,-149.33,84.2,6.93
477,San Policarpo,95,PH,1604789190,82,12.18,125.51,77.63,1.83
478,Oussouye,0,SN,1604789190,88,12.48,-16.55,82.4,4.7
479,Sobolevo,95,RU,1604789190,91,54.43,31.9,47.88,13.09
480,Biloela,91,AU,1604789191,54,-24.42,150.5,75.27,16.55
481,Sungai Raya,80,ID,1604789191,83,0.7,108.9,78.4,3.65
482,Vila Franca do Campo,20,PT,1604789191,72,37.72,-25.43,59.0,5.82
483,Dickinson,40,US,1604789003,69,29.46,-95.05,77.0,8.05
484,Ussel,100,FR,1604789191,95,45.55,2.32,52.59,7.29
485,Hailun,100,CN,1604789191,97,47.45,126.93,25.68,14.67
486,Prado,15,BR,1604789191,92,-17.34,-39.22,75.47,6.58
487,Inhambane,5,MZ,1604789191,79,-23.86,35.38,77.38,10.31
488,Westerly,1,US,1604788967,63,41.38,-71.83,62.6,5.82
489,Kaeo,10,NZ,1604789191,68,-35.1,173.78,73.0,5.01
490,Ulladulla,40,AU,1604789192,51,-35.35,150.47,62.01,10.29
491,Machinga,33,MW,1604789192,39,-15.17,35.3,75.52,2.35
492,Karwar,12,IN,1604789192,80,14.8,74.13,77.29,6.53
493,Nikolayevsk-on-Amur,82,RU,1604789192,94,53.14,140.73,20.73,3.69
494,El Alto,23,PE,1604789192,88,-4.27,-81.21,63.64,16.22
495,Agadez,0,NE,1604789192,33,19.75,10.25,66.43,12.3
496,Dalvik,75,IS,1604789192,45,65.97,-18.53,46.4,11.41
497,Margherita,0,IN,1604789192,74,27.28,95.68,62.82,1.83
498,Tura,0,IN,1604789193,88,25.52,90.22,63.41,4.21
499,Fairbanks,75,US,1604789193,73,64.84,-147.72,27.0,2.55
500,Bilma,0,NE,1604789193,35,18.69,12.92,69.8,14.14
501,Yarqā,56,JO,1604789193,72,31.98,35.69,60.8,2.35
502,Kokopo,54,PG,1604789193,67,-4.35,152.26,83.48,2.26
503,Wattegama,3,LK,1604789193,86,6.8,81.48,74.23,3.18
504,Bourail,56,NC,1604789193,68,-21.57,165.48,76.35,10.67
505,Yining,0,CN,1604789193,67,29.04,114.56,51.69,1.21
506,Makokou,98,GA,1604789193,97,0.57,12.86,69.21,2.35
507,Aksu,0,CN,1604789194,70,41.12,80.26,35.46,1.59
508,Medvedok,63,RU,1604789194,92,57.39,50.04,33.48,8.77
509,Āreka,100,ET,1604789194,76,7.07,37.7,62.4,2.71
510,Portobelo,39,PA,1604789194,99,9.55,-79.65,82.0,8.01
511,Oro Valley,96,US,1604789194,38,32.39,-110.97,78.01,4.0
512,Kigorobya,64,UG,1604789194,80,1.62,31.31,65.53,2.33
513,Prince Rupert,1,CA,1604789194,60,54.32,-130.32,44.6,12.75
514,Fukuechō,41,JP,1604789195,53,32.69,128.84,64.89,20.0
515,Wau,60,SS,1604789195,54,7.7,28.0,76.62,0.18
516,Bandrele,20,YT,1604789195,83,-12.91,45.19,77.0,2.24
517,Acarí,37,PE,1604789195,61,-15.43,-74.62,67.5,4.74
518,Kashary,11,RU,1604789195,88,49.04,41.01,41.65,8.19
519,Porbandar,0,IN,1604789195,48,21.64,69.61,77.59,8.01
520,Petropavlovsk-Kamchatskiy,27,RU,1604789195,79,53.05,158.65,23.0,11.18
521,Mahanoro,19,MG,1604789195,87,-19.9,48.8,70.21,3.76
522,Manono,25,CD,1604789196,95,-7.3,27.42,69.67,1.92
523,Singapore,75,SG,1604789141,88,1.29,103.85,78.8,4.7
524,Quirinópolis,21,BR,1604789196,46,-18.45,-50.45,81.86,6.89
525,Cooma,75,AU,1604789196,70,-36.23,149.13,48.2,9.17
526,Springdale,40,US,1604789196,49,36.19,-94.13,73.4,16.11
527,Katghora,0,IN,1604789196,58,22.5,82.55,57.31,5.99
528,Madawaska,100,US,1604789087,56,47.36,-68.33,44.6,5.82
529,Ketchikan,1,US,1604789196,74,55.34,-131.65,41.0,19.46
530,Villa Bruzual,61,VE,1604789196,88,9.33,-69.12,77.92,1.74
531,Luocheng,95,CN,1604789197,75,29.38,104.03,60.75,1.05
532,Paamiut,100,GL,1604789197,90,61.99,-49.67,28.04,19.8
533,Grindavik,75,IS,1604789197,93,63.84,-22.43,37.4,12.75
534,Macapsing,100,PH,1604789197,86,15.68,121.13,76.32,6.42
535,Tarauacá,100,BR,1604789197,62,-8.16,-70.77,81.66,0.87
536,Show Low,20,US,1604788913,81,34.25,-110.03,51.8,24.16
537,Novy Urengoy,100,RU,1604788918,99,66.08,76.63,29.84,5.01
538,Tazovsky,100,RU,1604789197,99,67.47,78.7,27.97,5.32
539,Petroússa,20,GR,1604789197,76,41.2,24.02,54.0,4.7
540,Kargasok,100,RU,1604789197,82,59.06,80.86,36.28,12.03
541,Itabira,4,BR,1604789197,96,-19.62,-43.23,66.22,2.75
542,Westport,1,US,1604789198,55,41.14,-73.36,66.0,3.36
543,Andenes,100,NO,1604789198,74,69.31,16.12,37.4,26.4
544,Kamaishi,26,JP,1604789198,72,39.27,141.88,57.78,10.09
545,Ciudad General Terán,0,MX,1604789198,41,25.27,-99.68,79.75,10.07
546,Alugan,94,PH,1604789198,83,12.22,125.48,77.23,1.3
547,Riachão,62,BR,1604789198,73,-7.36,-46.62,78.94,3.67
548,Marabu,40,MY,1604789198,100,4.41,114.01,77.0,3.36
549,Nyurba,18,RU,1604789198,90,63.28,118.33,-6.23,4.63
550,North Bend,90,US,1604789199,76,43.41,-124.22,53.01,16.11
551,Srandakan,70,ID,1604789199,79,-7.94,110.25,79.12,2.24
552,Barcelona,20,ES,1604788993,93,41.39,2.16,61.0,4.7
553,Phan Thiet,89,VN,1604789199,90,10.93,108.1,74.35,3.38
554,Saint-Louis,20,SN,1604789199,20,16.33,-15.0,91.27,9.15
555,Manbij,0,SY,1604789199,71,36.53,37.95,50.0,8.81
556,Severobaykal'sk,100,RU,1604789199,93,55.65,109.32,13.96,4.88
557,Bhubaneswar,0,IN,1604788976,66,20.23,85.83,65.48,5.26
558,Paraíso,75,CR,1604789200,73,9.84,-83.87,75.2,10.29
559,Angra dos Reis,90,BR,1604789200,78,-23.01,-44.32,71.6,4.7
560,Zelenoborsk,92,RU,1604789200,99,61.47,64.03,31.23,5.17
561,Oxford,80,GB,1604788906,100,51.75,-1.26,51.8,4.7
562,Homer,90,US,1604789200,100,59.64,-151.55,39.0,4.81
563,Podosinovets,98,RU,1604789200,95,60.28,47.07,34.61,12.41
564,Bagumbong,86,PH,1604789200,88,6.9,124.52,76.71,2.19
565,Impfondo,68,CG,1604789201,97,1.64,18.07,71.28,2.95
566,Nicoya,75,CR,1604789102,88,10.15,-85.45,78.8,5.82